"Date","GMT","Max_TemperatureC","Mean_TemperatureC","Min_TemperatureC","Dew_PointC","MeanDew_PointC","Min_DewpointC","Max_Humidity","Mean_Humidity","Min_Humidity","Max_Sea_Level_PressurehPa","Mean_Sea_Level_PressurehPa","Min_Sea_Level_PressurehPa","Max_VisibilityKm","Mean_VisibilityKm","Min_VisibilitykM","Max_Wind_SpeedKm_h","Mean_Wind_SpeedKm_h","Max_Gust_SpeedKm_h","Precipitationmm","CloudCover","Events","WindDirDegrees"
2012-09-22,"2012-9-22",16,11,7,9,6,3,88,69,42,1021,1019,1016,10,10,10,13,10,NA,0,2,"",34
2012-09-23,"2012-9-23",13,11,9,11,8,6,94,85,72,1019,1009,996,10,9,5,35,14,53,0,5,"Rain",75
2012-09-24,"2012-9-24",16,13,12,15,11,8,100,86,59,996,989,985,10,7,2,37,16,58,0,5,"Rain",155
2012-09-25,"2012-9-25",16,13,11,11,8,7,88,75,63,989,989,988,10,10,10,27,19,40,0,2,"Rain",188
2012-09-26,"2012-9-26",16,13,11,12,10,9,94,85,72,999,992,989,10,10,10,14,10,32,0,3,"Rain",149
2012-09-27,"2012-9-27",17,13,11,11,9,7,94,79,52,1013,1007,999,10,10,5,21,8,NA,0,4,"Rain",282
2012-09-28,"2012-9-28",18,14,10,12,9,7,88,79,59,1014,1013,1011,10,10,6,34,16,53,0,4,"Rain",223
2012-09-29,"2012-9-29",16,13,10,9,7,3,94,69,42,1022,1018,1014,10,10,10,24,14,NA,0,4,"",252
2012-09-30,"2012-9-30",17,12,8,11,8,5,82,75,63,1022,1019,1015,10,10,10,26,14,NA,0,6,"",214
2012-10-01,"2012-10-1",16,14,13,14,12,11,94,86,77,1015,1012,1010,10,10,6,23,16,NA,0,5,"Rain",213
2012-10-02,"2012-10-2",17,14,12,12,11,9,88,78,59,1012,1010,1005,10,10,10,32,16,48,0,3,"Rain",207
2012-10-03,"2012-10-3",15,12,10,11,8,4,88,74,51,1007,1005,1004,10,10,10,32,19,NA,0,2,"Rain",226
2012-10-04,"2012-10-4",16,12,9,8,7,6,93,72,52,1011,1008,1004,10,10,10,29,14,NA,0,2,"Rain",226
2012-10-05,"2012-10-5",16,12,9,15,9,7,94,82,59,1011,1007,999,10,9,5,40,16,64,0,5,"Rain-Hail",239
2012-10-06,"2012-10-6",14,11,8,8,7,5,100,79,55,1017,1013,1008,10,9,5,13,8,NA,0,3,"Rain",358
2012-10-07,"2012-10-7",14,10,6,9,7,5,93,83,67,1023,1021,1017,10,10,10,10,5,NA,0,1,"",131
2012-10-08,"2012-10-8",12,10,9,11,10,8,94,91,82,1022,1015,1012,10,7,2,16,10,NA,0,5,"Rain",72
2012-10-09,"2012-10-9",13,11,9,11,8,6,94,80,67,1018,1016,1013,10,9,5,19,8,NA,0,5,"",58
2012-10-10,"2012-10-10",14,10,7,7,6,5,87,73,59,1017,1015,1012,10,10,10,19,8,NA,0,4,"",84
2012-10-11,"2012-10-11",15,11,8,14,11,6,100,90,82,1012,1004,998,10,8,4,19,11,NA,0,5,"Rain",94
2012-10-12,"2012-10-12",15,12,9,13,6,2,94,70,47,1009,1005,998,10,10,10,32,23,NA,0,4,"Rain",237
2012-10-13,"2012-10-13",13,10,7,7,6,4,87,77,54,1008,1004,1003,10,10,10,26,10,NA,0,2,"Rain",239
2012-10-14,"2012-10-14",12,8,4,5,4,2,93,75,54,1004,1002,1001,10,10,10,19,11,NA,0,2,"",275
2012-10-15,"2012-10-15",13,9,5,10,6,3,93,78,63,1004,1002,999,10,10,10,26,10,NA,0,3,"Rain",212
2012-10-16,"2012-10-16",15,12,9,11,6,4,94,69,48,1005,1001,994,10,10,5,42,21,60,0,3,"Rain",209
2012-10-17,"2012-10-17",16,12,8,12,9,7,94,78,55,1003,998,994,10,10,7,32,18,47,0,2,"Rain",161
2012-10-18,"2012-10-18",16,14,13,12,11,10,88,81,68,1006,1002,998,10,10,10,21,14,26,0,2,"Rain",168
2012-10-19,"2012-10-19",14,13,12,12,12,11,100,95,82,1009,1008,1006,10,8,3,13,5,NA,0,5,"Rain",44
2012-10-20,"2012-10-20",14,12,10,11,10,9,100,89,72,1019,1016,1010,10,8,4,13,8,NA,0,5,"Rain",205
2012-10-21,"2012-10-21",12,11,10,11,10,8,94,92,87,1019,1018,1017,10,8,2,14,10,NA,0,5,"Rain",34
2012-10-22,"2012-10-22",14,13,12,14,13,11,100,99,94,1023,1020,1017,2,1,0,13,6,NA,0,6,"Fog",64
2012-10-23,"2012-10-23",14,13,12,13,12,12,100,97,88,1024,1023,1023,4,2,1,10,6,NA,0,6,"Fog-Rain",344
2012-10-24,"2012-10-24",16,14,13,13,13,12,100,93,82,1023,1020,1018,5,2,1,26,10,NA,0,5,"Fog-Rain",50
2012-10-25,"2012-10-25",13,11,10,13,11,6,100,89,72,1018,1017,1015,10,7,1,24,19,NA,0,6,"Rain",54
2012-10-26,"2012-10-26",10,7,4,7,4,1,87,78,70,1016,1012,1010,10,10,8,26,18,45,0,6,"Rain",20
2012-10-27,"2012-10-27",7,4,2,4,2,0,93,82,66,1021,1016,1011,10,10,8,29,21,50,0,3,"Rain-Snow",329
2012-10-28,"2012-10-28",9,6,2,7,4,0,93,86,76,1020,1015,1011,10,10,10,23,11,NA,0,5,"Rain",228
2012-10-29,"2012-10-29",13,10,8,9,7,6,100,85,72,1011,1008,1007,10,10,10,24,11,NA,0,4,"Rain",237
2012-10-30,"2012-10-30",10,8,6,7,4,2,93,77,58,1007,1004,999,10,10,7,19,10,NA,0,3,"Rain",252
2012-10-31,"2012-10-31",12,9,7,8,6,3,82,75,67,999,989,979,10,10,10,29,14,50,0,3,"Rain",173
2012-11-01,"2012-11-1",12,8,5,9,4,1,93,80,66,987,980,976,10,10,3,27,19,47,0,4,"Rain-Hail",220
2012-11-02,"2012-11-2",11,8,5,4,2,2,81,72,58,996,991,987,10,10,10,32,18,39,0,2,"Rain",225
2012-11-03,"2012-11-3",10,8,5,4,2,1,87,73,54,1000,996,993,10,10,9,34,11,NA,0,2,"",216
2012-11-04,"2012-11-4",9,7,4,7,4,2,100,88,81,1000,994,986,10,9,2,39,11,NA,0,5,"Rain",170
2012-11-05,"2012-11-5",9,7,4,5,3,2,100,82,62,1016,1006,998,10,9,3,19,6,NA,0,3,"Rain",312
2012-11-06,"2012-11-6",10,6,2,7,4,1,93,84,66,1023,1020,1017,10,9,5,23,13,NA,0,4,"Rain",237
2012-11-07,"2012-11-7",10,8,6,7,6,5,93,81,71,1026,1024,1022,10,10,10,26,18,NA,0,4,"",236
2012-11-08,"2012-11-8",12,10,8,7,6,5,87,75,62,1021,1019,1017,10,10,10,26,18,NA,0,5,"",238
2012-11-09,"2012-11-9",12,10,9,8,6,4,87,76,67,1017,1009,1001,10,10,10,23,10,NA,0,6,"Rain",185
2012-11-10,"2012-11-10",11,8,6,9,7,4,94,87,76,1002,998,996,10,10,9,19,11,NA,0,6,"Rain",215
2012-11-11,"2012-11-11",10,7,4,5,4,3,93,82,66,1020,1012,1002,10,10,8,13,10,NA,0,1,"",221
2012-11-12,"2012-11-12",13,9,6,11,7,3,94,87,71,1023,1021,1020,10,9,5,21,10,NA,0,6,"Rain",205
2012-11-13,"2012-11-13",15,12,10,11,9,8,94,82,63,1028,1026,1023,10,10,10,21,11,NA,0,5,"",197
2012-11-14,"2012-11-14",12,10,7,10,8,6,100,87,72,1028,1026,1025,10,8,2,16,8,NA,0,6,"",100
2012-11-15,"2012-11-15",8,7,5,7,6,4,100,94,87,1025,1022,1019,8,3,0,10,3,NA,0,5,"Fog",109
2012-11-16,"2012-11-16",10,7,6,8,6,3,100,91,81,1019,1014,1008,7,4,1,13,6,34,0,7,"",113
2012-11-17,"2012-11-17",13,10,8,11,8,4,100,86,71,1012,1008,1005,10,9,3,19,8,NA,0,6,"Rain",259
2012-11-18,"2012-11-18",9,6,3,4,2,0,93,76,58,1016,1015,1012,10,10,10,10,5,NA,0,1,"",244
2012-11-19,"2012-11-19",12,7,2,9,5,1,93,80,62,1015,1011,1009,10,10,10,24,11,40,0,4,"Rain",156
2012-11-20,"2012-11-20",14,12,10,11,10,9,94,86,77,1010,1009,1008,10,10,6,27,16,45,0,5,"Rain",169
2012-11-21,"2012-11-21",12,9,7,9,7,5,94,87,81,1016,1008,1000,10,9,6,45,16,64,0,4,"Rain",179
2012-11-22,"2012-11-22",13,10,8,9,7,6,88,77,67,1016,1011,1005,10,10,8,39,21,66,0,4,"Rain",182
2012-11-23,"2012-11-23",11,9,6,7,6,5,93,84,67,1016,1012,1006,10,10,1,24,13,NA,0,3,"Rain",211
2012-11-24,"2012-11-24",10,7,4,9,7,3,100,95,87,1016,1010,993,10,5,0,24,10,NA,0,6,"Fog-Rain",80
2012-11-25,"2012-11-25",13,10,7,11,6,1,100,76,62,1006,1002,989,10,10,5,48,29,71,0,4,"Rain",209
2012-11-26,"2012-11-26",11,9,7,8,7,6,93,88,76,1002,998,996,10,9,6,21,11,37,0,5,"Rain",220
2012-11-27,"2012-11-27",9,7,6,7,6,4,100,88,81,1010,1004,999,10,9,5,24,14,42,0,5,"Rain",319
2012-11-28,"2012-11-28",7,4,3,4,3,0,87,84,75,1014,1013,1010,10,10,10,24,16,45,0,6,"Rain",327
2012-11-29,"2012-11-29",6,3,1,2,1,-1,87,83,70,1013,1012,1011,10,10,10,21,13,NA,0,2,"",301
2012-11-30,"2012-11-30",5,2,0,1,0,-1,93,86,70,1014,1012,1010,10,9,7,14,8,NA,0,2,"",248
2012-12-01,"2012-12-1",6,2,-1,2,0,-2,100,85,75,1016,1014,1013,10,8,1,24,11,NA,0,5,"Fog-Rain",255
2012-12-02,"2012-12-2",5,2,0,-1,-2,-3,87,75,61,1017,1016,1014,10,10,10,21,13,NA,0,7,"Rain",249
2012-12-03,"2012-12-3",10,7,3,9,4,0,100,84,66,1014,1007,1004,10,9,5,29,14,NA,0,5,"Rain-Snow",235
2012-12-04,"2012-12-4",8,4,2,3,1,0,87,79,66,1004,1003,1002,10,10,10,29,19,NA,0,2,"",244
2012-12-05,"2012-12-5",3,2,1,1,-1,-3,100,84,70,1016,1008,1002,10,10,5,23,11,NA,0,4,"Snow",287
2012-12-06,"2012-12-6",6,1,-2,4,-1,-4,93,81,60,1018,1013,997,10,10,10,29,13,NA,0,5,"Rain",210
2012-12-07,"2012-12-7",6,4,3,4,1,0,93,79,66,1015,1002,996,10,10,8,35,26,50,0,4,"Rain",283
2012-12-08,"2012-12-8",6,4,3,2,2,-1,87,82,65,1026,1023,1016,10,10,10,21,11,NA,0,5,"",282
2012-12-09,"2012-12-9",9,7,4,5,3,1,93,78,66,1024,1018,1015,10,10,10,34,21,50,0,5,"Rain",257
2012-12-10,"2012-12-10",5,3,1,1,1,-1,87,79,75,1028,1022,1017,10,10,10,23,16,NA,0,2,"Rain",316
2012-12-11,"2012-12-11",2,0,-2,0,-1,-2,100,92,81,1031,1029,1027,10,6,0,11,6,NA,0,1,"Fog",312
2012-12-12,"2012-12-12",1,-2,-4,1,-2,-4,100,95,81,1027,1020,1013,10,3,0,10,5,NA,0,4,"Fog",95
2012-12-13,"2012-12-13",2,-1,-2,1,-2,-3,100,88,81,1012,1005,1000,10,7,2,14,8,NA,0,6,"",77
2012-12-14,"2012-12-14",11,6,2,9,6,2,100,89,71,999,985,976,10,6,1,34,18,50,0,5,"Fog-Rain",141
2012-12-15,"2012-12-15",11,9,7,7,6,5,87,83,76,997,992,985,10,10,10,23,18,NA,0,3,"Rain",204
2012-12-16,"2012-12-16",10,8,6,6,5,4,93,84,71,1001,1000,998,10,10,10,21,13,NA,0,3,"Rain",207
2012-12-17,"2012-12-17",9,7,6,6,4,3,93,80,71,1005,1001,998,10,10,10,24,13,NA,0,1,"",225
2012-12-18,"2012-12-18",8,7,4,5,4,3,93,83,76,1020,1014,1006,10,10,5,19,11,NA,0,6,"Rain",279
2012-12-19,"2012-12-19",7,4,3,6,4,2,100,91,81,1020,1017,1011,10,8,4,24,10,NA,0,5,"Rain",93
2012-12-20,"2012-12-20",10,8,6,9,7,6,100,94,82,1010,1002,998,10,9,5,24,19,NA,0,6,"Rain",113
2012-12-21,"2012-12-21",10,8,6,7,6,5,93,87,71,1015,1010,1003,10,10,10,21,14,NA,0,3,"",232
2012-12-22,"2012-12-22",13,10,7,12,9,5,100,92,87,1014,1005,1000,10,9,5,24,11,34,0,5,"Rain",193
2012-12-23,"2012-12-23",13,11,10,12,9,7,94,82,72,1007,1004,1000,10,10,6,29,21,45,0,4,"Rain",224
2012-12-24,"2012-12-24",12,9,7,10,8,6,100,89,82,1007,999,992,10,9,5,40,14,60,0,5,"Rain",189
2012-12-25,"2012-12-25",9,8,6,7,6,4,93,85,76,1003,996,990,10,10,5,27,16,34,0,5,"Rain",215
2012-12-26,"2012-12-26",10,8,5,8,6,3,93,84,71,1007,1004,999,10,10,7,32,16,NA,0,3,"Rain",223
2012-12-27,"2012-12-27",8,7,6,6,4,2,93,80,71,1020,1006,997,10,10,5,32,21,53,0,5,"Rain",249
2012-12-28,"2012-12-28",12,8,5,10,7,3,100,86,81,1021,1016,1011,10,10,4,32,13,50,0,6,"Rain",195
2012-12-29,"2012-12-29",12,9,7,9,7,3,88,78,72,1011,1004,998,10,10,6,37,29,55,0,5,"Rain",198
2012-12-30,"2012-12-30",11,8,6,7,3,1,81,73,66,1013,1010,1004,10,10,10,35,24,55,0,3,"Rain",225
2012-12-31,"2012-12-31",11,10,10,9,8,7,88,84,76,1011,1003,997,10,10,8,34,26,55,0,6,"Rain",209
2013-01-01,"2013-1-1",10,8,5,7,3,1,87,77,66,1017,1008,999,10,10,10,26,19,NA,0,4,"Rain",250
2013-01-02,"2013-1-2",11,7,4,10,6,2,94,88,76,1027,1023,1018,10,9,4,21,16,NA,0,6,"Rain",229
2013-01-03,"2013-1-3",12,10,9,9,9,9,100,91,82,1037,1032,1027,10,10,9,24,19,NA,0,4,"",242
2013-01-04,"2013-1-4",11,9,8,8,7,6,93,83,76,1038,1037,1036,10,10,6,24,19,NA,0,6,"",253
2013-01-05,"2013-1-5",11,9,8,9,8,7,100,90,82,1036,1035,1033,10,9,4,23,13,NA,0,6,"",238
2013-01-06,"2013-1-6",9,8,7,8,7,6,100,94,87,1033,1032,1030,10,7,1,16,10,NA,0,6,"Fog",229
2013-01-07,"2013-1-7",9,8,7,7,6,6,100,89,82,1029,1026,1025,10,9,5,14,10,NA,0,6,"Rain",202
2013-01-08,"2013-1-8",11,10,9,8,7,6,93,83,76,1025,1024,1022,10,9,5,19,13,NA,0,6,"Rain",215
2013-01-09,"2013-1-9",9,6,3,9,5,2,100,88,66,1022,1021,1019,10,9,4,14,8,NA,0,4,"Rain",292
2013-01-10,"2013-1-10",3,2,1,2,1,0,100,94,87,1019,1016,1014,9,6,5,11,5,NA,0,5,"",306
2013-01-11,"2013-1-11",4,2,1,3,2,0,100,92,87,1019,1017,1016,9,6,2,13,8,NA,0,6,"",219
2013-01-12,"2013-1-12",4,2,1,2,1,-3,100,83,61,1016,1013,1012,10,8,5,34,16,NA,0,6,"Rain",78
2013-01-13,"2013-1-13",4,2,1,1,-2,-4,81,73,65,1021,1019,1015,10,10,10,19,13,NA,0,6,"",10
2013-01-14,"2013-1-14",4,1,-1,2,-1,-4,93,86,70,1019,1011,1003,10,9,3,26,6,32,0,5,"Rain-Snow",231
2013-01-15,"2013-1-15",2,0,-1,0,-1,-2,93,86,81,1012,1009,1002,10,10,6,27,16,NA,0,5,"Rain-Snow",315
2013-01-16,"2013-1-16",0,-2,-3,-1,-2,-5,100,95,86,1017,1013,1011,10,5,0,10,3,NA,0,6,"Fog",313
2013-01-17,"2013-1-17",3,-1,-4,-1,-3,-5,93,84,70,1019,1017,1013,10,9,8,11,5,NA,0,1,"",71
2013-01-18,"2013-1-18",1,-1,-2,-2,-3,-4,100,86,75,1013,1004,997,10,6,2,26,18,NA,0,6,"Rain-Snow",98
2013-01-19,"2013-1-19",1,0,0,-1,-2,-4,93,85,75,999,997,996,10,8,5,21,14,NA,0,6,"Rain-Snow",44
2013-01-20,"2013-1-20",0,-1,-2,0,-2,-4,100,93,80,998,994,992,10,5,1,19,11,NA,0,6,"Rain-Snow",354
2013-01-21,"2013-1-21",1,-1,-2,-1,-2,-3,100,88,75,999,995,991,10,8,1,10,5,32,0,5,"Rain-Snow",196
2013-01-22,"2013-1-22",3,-1,-4,1,-2,-4,100,88,70,1006,1002,999,10,5,0,29,10,NA,0,5,"Fog-Snow",67
2013-01-23,"2013-1-23",3,2,1,0,-1,-2,87,82,75,1010,1008,1006,10,8,6,23,14,NA,0,6,"Rain-Snow",67
2013-01-24,"2013-1-24",2,0,-1,0,-2,-4,93,80,65,1021,1016,1010,10,9,5,14,8,NA,0,6,"Rain-Snow",42
2013-01-25,"2013-1-25",3,1,-1,0,-2,-4,93,81,70,1020,1014,1003,10,9,5,24,8,NA,0,6,"",135
2013-01-26,"2013-1-26",8,4,2,5,2,0,100,82,66,1010,1006,1001,10,9,4,27,14,45,0,5,"Rain",206
2013-01-27,"2013-1-27",10,8,5,9,3,0,94,74,50,1004,998,992,10,10,7,42,27,58,0,3,"Rain-Hail",221
2013-01-28,"2013-1-28",11,7,3,9,4,1,94,80,71,1010,1005,1000,10,10,6,39,19,60,0,4,"Rain",214
2013-01-29,"2013-1-29",13,11,10,11,9,7,94,85,76,1004,1003,1001,10,9,6,40,24,66,0,6,"Rain",220
2013-01-30,"2013-1-30",13,10,7,11,6,1,94,74,50,1017,1006,999,10,9,5,47,31,74,0,3,"Rain",234
2013-01-31,"2013-1-31",10,8,7,7,4,2,87,71,58,1017,1012,1009,10,10,9,40,27,60,0,2,"Rain",232
2013-02-01,"2013-2-1",8,7,5,5,3,2,93,81,71,1011,1002,998,10,10,10,26,16,NA,0,3,"Rain",260
2013-02-02,"2013-2-2",5,3,2,2,-1,-3,81,71,57,1024,1016,1003,10,10,10,27,19,40,0,4,"Rain",313
2013-02-03,"2013-2-3",9,4,1,7,2,-4,87,80,70,1024,1018,1013,10,10,10,34,16,NA,0,6,"",234
2013-02-04,"2013-2-4",10,8,7,8,3,-1,87,69,50,1014,1011,1007,10,10,10,39,26,58,0,4,"Rain",248
2013-02-05,"2013-2-5",7,4,2,3,-1,-4,87,71,53,1006,999,993,10,10,6,40,27,74,0,3,"Rain",244
2013-02-06,"2013-2-6",6,4,3,3,1,-3,87,76,65,1017,1007,994,10,10,7,32,21,63,0,5,"Rain",315
2013-02-07,"2013-2-7",5,3,2,1,-2,-3,93,71,57,1019,1017,1016,10,10,9,19,14,NA,0,3,"Rain",283
2013-02-08,"2013-2-8",5,2,0,2,-1,-2,93,80,61,1021,1019,1017,10,10,4,26,10,NA,0,3,"Rain",290
2013-02-09,"2013-2-9",4,2,1,2,1,0,93,86,81,1021,1018,1012,10,10,7,14,6,34,0,6,"Rain",197
2013-02-10,"2013-2-10",5,3,1,3,2,0,100,92,87,1011,1000,992,10,8,4,26,14,NA,0,6,"Rain-Snow",115
2013-02-11,"2013-2-11",2,1,0,1,0,0,100,94,87,1008,999,993,10,5,1,23,16,NA,0,6,"Rain-Snow",37
2013-02-12,"2013-2-12",2,1,1,1,-2,-3,100,79,70,1021,1015,1009,10,8,2,14,10,NA,0,7,"Rain",24
2013-02-13,"2013-2-13",4,1,0,2,-3,-5,87,74,65,1024,1021,1016,10,7,4,23,10,34,0,6,"Rain-Snow",137
2013-02-14,"2013-2-14",10,7,4,7,4,2,93,80,66,1016,1011,1007,10,9,5,26,18,39,0,3,"Rain",243
2013-02-15,"2013-2-15",9,6,3,3,2,1,93,75,58,1023,1020,1015,10,10,10,19,11,NA,0,4,"",250
2013-02-16,"2013-2-16",10,7,3,3,1,-2,81,65,43,1024,1023,1023,10,10,10,10,6,NA,0,8,"",194
2013-02-17,"2013-2-17",9,4,1,4,2,0,100,88,54,1023,1022,1020,10,7,2,24,10,NA,0,4,"",76
2013-02-18,"2013-2-18",7,3,1,3,2,0,100,86,70,1021,1020,1020,10,5,2,19,11,NA,0,3,"",82
2013-02-19,"2013-2-19",11,4,-1,5,1,-2,100,83,47,1021,1019,1018,9,2,0,21,3,NA,0,3,"Fog-Rain-Snow",41
2013-02-20,"2013-2-20",4,3,2,4,-1,-3,100,80,65,1025,1024,1020,10,8,1,27,18,NA,0,6,"Fog-Rain",70
2013-02-21,"2013-2-21",2,1,1,-3,-5,-7,70,62,56,1026,1024,1022,10,10,10,27,23,NA,0,7,"",67
2013-02-22,"2013-2-22",1,0,0,-3,-5,-7,75,64,56,1022,1020,1019,10,10,10,26,14,NA,0,7,"Snow",32
2013-02-23,"2013-2-23",2,1,0,-3,-4,-6,80,71,60,1023,1021,1019,10,10,6,19,13,NA,0,7,"Rain-Snow",16
2013-02-24,"2013-2-24",2,1,1,-2,-3,-4,75,72,65,1025,1024,1022,10,10,9,21,13,NA,0,7,"Rain-Snow",346
2013-02-25,"2013-2-25",4,2,1,2,1,-2,93,83,75,1029,1027,1024,10,9,5,24,16,NA,0,6,"Rain-Snow",1
2013-02-26,"2013-2-26",5,4,3,3,3,1,100,92,87,1035,1032,1029,7,3,2,19,13,NA,0,6,"Rain",32
2013-02-27,"2013-2-27",6,3,2,2,1,-1,93,83,66,1035,1034,1033,10,9,5,16,13,NA,0,5,"",32
2013-02-28,"2013-2-28",6,3,2,2,1,0,87,82,70,1032,1030,1028,10,10,9,21,11,NA,0,6,"",40
2013-03-01,"2013-3-1",6,4,3,4,1,-1,100,78,61,1030,1029,1028,10,9,2,16,10,NA,0,6,"Rain",23
2013-03-02,"2013-3-2",5,2,0,-1,-1,-2,93,73,65,1030,1027,1026,10,10,8,13,8,NA,0,6,"Rain",21
2013-03-03,"2013-3-3",8,3,-1,2,1,-2,100,84,62,1026,1023,1020,10,9,5,21,6,NA,0,5,"",77
2013-03-04,"2013-3-4",8,4,2,2,1,-2,93,80,53,1020,1014,1008,9,6,4,27,14,NA,0,6,"",76
2013-03-05,"2013-3-5",16,8,1,5,3,1,100,76,45,1007,1004,1002,9,4,2,13,5,29,0,NA,"",93
2013-03-06,"2013-3-6",13,9,6,6,4,4,87,77,58,1002,1001,1000,9,7,4,14,8,NA,0,NA,"Rain",73
2013-03-07,"2013-3-7",9,8,7,8,7,5,100,95,87,1000,997,995,5,2,1,16,6,NA,0,6,"Fog-Rain",83
2013-03-08,"2013-3-8",9,8,7,9,8,7,100,99,93,1001,998,995,5,1,0,13,8,NA,0,5,"Fog-Rain",47
2013-03-09,"2013-3-9",8,6,3,7,4,1,100,91,81,1005,1003,1000,10,6,2,14,8,NA,0,7,"Rain",332
2013-03-10,"2013-3-10",3,2,1,1,0,-2,93,85,75,1008,1006,1004,10,10,10,23,14,NA,0,6,"Rain-Snow",34
2013-03-11,"2013-3-11",1,-1,-2,-2,-4,-6,87,77,64,1008,1007,1007,10,9,2,32,23,50,0,4,"Rain-Snow",42
2013-03-12,"2013-3-12",4,1,-2,0,-6,-9,87,66,44,1010,1009,1007,10,10,8,34,23,50,0,4,"Snow",20
2013-03-13,"2013-3-13",5,3,1,0,-2,-4,93,76,53,1014,1010,1008,10,10,8,23,13,NA,0,3,"",326
2013-03-14,"2013-3-14",6,2,-1,-1,-3,-6,93,66,42,1017,1015,1013,10,9,6,21,8,NA,0,2,"",292
2013-03-15,"2013-3-15",8,6,3,5,2,-4,87,78,56,1013,1007,1002,10,10,10,29,19,52,0,5,"Rain",210
2013-03-16,"2013-3-16",8,7,6,5,4,3,93,83,76,1001,996,992,10,10,7,29,24,58,0,5,"Rain",180
2013-03-17,"2013-3-17",7,4,2,5,3,1,100,88,76,993,990,988,10,10,8,21,13,NA,0,5,"Rain",178
2013-03-18,"2013-3-18",8,4,0,5,2,0,100,88,66,994,991,990,10,8,5,14,6,29,0,5,"Rain",85
2013-03-19,"2013-3-19",7,4,3,3,2,0,93,82,61,1000,998,995,10,8,3,14,6,NA,0,5,"Rain",79
2013-03-20,"2013-3-20",6,3,2,2,1,-1,93,84,70,1017,1007,1000,10,7,3,14,8,NA,0,6,"Rain",38
2013-03-21,"2013-3-21",6,3,1,1,-1,-1,93,76,65,1018,1016,1014,10,9,6,34,14,NA,0,5,"Rain",89
2013-03-22,"2013-3-22",5,4,3,1,0,-1,87,78,70,1014,1011,1008,8,6,5,45,32,61,0,6,"Rain",85
2013-03-23,"2013-3-23",3,2,1,1,1,0,100,93,87,1012,1010,1008,7,4,1,34,27,48,0,6,"Rain-Snow",69
2013-03-24,"2013-3-24",2,1,0,0,-3,-6,100,79,56,1014,1013,1012,10,9,2,27,21,40,0,6,"Rain-Snow",61
2013-03-25,"2013-3-25",2,1,1,-4,-4,-6,70,66,56,1015,1014,1013,10,10,10,29,18,45,0,5,"",51
2013-03-26,"2013-3-26",2,1,0,-3,-5,-5,80,66,60,1014,1013,1012,10,10,10,26,16,NA,0,6,"",48
2013-03-27,"2013-3-27",3,1,-1,-3,-4,-6,80,67,52,1012,1011,1011,10,10,10,23,11,NA,0,5,"",42
2013-03-28,"2013-3-28",4,1,-1,-2,-4,-7,87,66,45,1014,1012,1011,10,10,7,24,10,NA,0,6,"",31
2013-03-29,"2013-3-29",4,1,-1,-3,-4,-6,80,66,49,1013,1011,1009,10,10,10,23,11,NA,0,5,"Rain-Snow",52
2013-03-30,"2013-3-30",4,2,1,0,-2,-4,81,74,56,1015,1011,1009,10,10,10,21,11,NA,0,6,"Rain",40
2013-03-31,"2013-3-31",5,1,-2,-2,-3,-6,93,70,49,1016,1014,1013,10,10,10,21,8,NA,0,5,"",76
2013-04-01,"2013-4-1",5,3,1,-2,-4,-6,81,65,49,1013,1012,1011,10,10,10,34,16,47,0,6,"Rain-Snow",64
2013-04-02,"2013-4-2",6,2,-1,-2,-5,-9,86,59,34,1018,1015,1012,10,10,10,34,16,48,0,2,"",49
2013-04-03,"2013-4-3",4,2,0,-2,-4,-5,87,66,52,1018,1017,1016,10,10,10,32,18,52,0,6,"",39
2013-04-04,"2013-4-4",3,2,1,0,-2,-5,93,76,60,1016,1014,1013,10,9,5,24,18,NA,0,5,"Rain-Snow",31
2013-04-05,"2013-4-5",7,4,2,-1,-3,-8,81,61,36,1020,1015,1012,10,10,10,26,18,39,0,6,"",29
2013-04-06,"2013-4-6",9,4,0,0,-2,-6,93,66,34,1026,1023,1020,10,10,10,16,10,NA,0,4,"",40
2013-04-07,"2013-4-7",10,4,-1,1,-2,-9,93,66,27,1026,1020,1013,10,10,7,23,6,NA,0,NA,"",96
2013-04-08,"2013-4-8",9,6,3,2,0,-3,87,70,46,1012,1006,1001,10,7,5,27,18,NA,0,1,"",78
2013-04-09,"2013-4-9",8,6,3,5,3,2,93,85,71,1001,998,996,10,7,4,21,14,NA,0,6,"Rain",78
2013-04-10,"2013-4-10",11,7,3,6,3,1,93,79,58,1007,1003,997,10,5,2,23,10,35,0,5,"Rain",56
2013-04-11,"2013-4-11",10,8,6,7,6,5,100,92,82,999,997,995,10,5,1,27,16,NA,0,4,"Rain",85
2013-04-12,"2013-4-12",11,9,7,8,7,5,93,84,67,1007,998,993,10,9,6,29,13,NA,0,4,"Rain",219
2013-04-13,"2013-4-13",12,9,6,10,7,4,94,85,62,1013,1011,1008,10,10,8,29,14,NA,0,5,"Rain-Hail",200
2013-04-14,"2013-4-14",20,16,11,10,8,7,94,67,43,1015,1013,1012,10,10,5,40,24,60,0,4,"",207
2013-04-15,"2013-4-15",16,13,10,8,7,6,82,68,55,1018,1017,1014,10,10,10,27,19,45,0,3,"",219
2013-04-16,"2013-4-16",16,13,10,8,6,3,87,66,42,1019,1015,1013,10,10,9,34,19,52,0,3,"Rain",215
2013-04-17,"2013-4-17",18,13,9,11,9,7,94,75,52,1019,1014,1008,10,10,8,34,14,52,0,4,"Rain",200
